@relation Spammer
@attribute 'followers_per_followees' numeric
@attribute 'replies_to_tweets' numeric
@attribute 'tweets_with_url_to_total_tweets' numeric
@attribute 'number_of_replies' numeric
@attribute 'hastag_count_to_word_count_mean' numeric
@attribute 'hastag_count_to_word_count_median' numeric
@attribute 'hastag_count_to_word_count_min' numeric
@attribute 'hastag_count_to_word_count_max' numeric
@attribute 'url_count_to_word_count_mean' numeric
@attribute 'url_count_to_word_count_median' numeric
@attribute 'url_count_to_word_count_min' numeric
@attribute 'url_count_to_word_count_max' numeric
@attribute 'characters_per_tweet_mean' numeric
@attribute 'characters_per_tweet_median' numeric
@attribute 'characters_per_tweet_min' numeric
@attribute 'characters_per_tweet_max' numeric
@attribute 'hashtags_per_tweet_mean' numeric
@attribute 'hashtags_per_tweet_median' numeric
@attribute 'hashtags_per_tweet_min' numeric
@attribute 'hashtags_per_tweet_max' numeric
@attribute 'mentions_per_tweet_mean' numeric
@attribute 'mentions_per_tweet_median' numeric
@attribute 'mentions_per_tweet_min' numeric
@attribute 'mentions_per_tweet_max' numeric
@attribute 'numeric_characters_per_tweet_mean' numeric
@attribute 'numeric_characters_per_tweet_median' numeric
@attribute 'numeric_characters_per_tweet_min' numeric
@attribute 'numeric_characters_per_tweet_max' numeric
@attribute 'url_count_per_tweet_mean' numeric
@attribute 'url_count_per_tweet_median' numeric
@attribute 'url_count_per_tweet_min' numeric
@attribute 'url_count_per_tweet_max' numeric
@attribute 'word_count_per_tweet_mean' numeric
@attribute 'word_count_per_tweet_median' numeric
@attribute 'word_count_per_tweet_min' numeric
@attribute 'word_count_per_tweet_max' numeric
@attribute 'retweet_count_mean' numeric
@attribute 'retweet_count_median' numeric
@attribute 'retweet_count_min' numeric
@attribute 'retweet_count_max' numeric
@attribute 'followee_count' numeric
@attribute 'follower_count' numeric
@attribute 'tweet_count' numeric
@attribute 'mention_count' numeric
@attribute 'reply_count' numeric
@attribute 'total_tweet_count_of_followees' numeric
@attribute 'time_between_posts_mean' numeric
@attribute 'time_between_posts_median' numeric
@attribute 'time_between_posts_min' numeric
@attribute 'time_between_posts_max' numeric
@attribute 'post_count_per_day_mean' numeric
@attribute 'post_count_per_day_median' numeric
@attribute 'post_count_per_day_min' numeric
@attribute 'post_count_per_day_max' numeric
@attribute 'post_count_per_week_mean' numeric
@attribute 'post_count_per_week_median' numeric
@attribute 'post_count_per_week_min' numeric
@attribute 'post_count_per_week_max' numeric
@attribute 'spammer' {'yes' 'no'}

@data
231.9546599496,0.3063204005,0.6911764706,979,0.0427754877,0.04,0,0.5,0.0367728712,0.0454545455,0,0.1538461538,109.3861076345,120,15,149,0.7812891114,1,0,6,0.7584480601,1,0,10,1.9774718398,2,0,12,0.7155819775,1,0,3,18.2543804756,19,2,32,0.1567584481,0,0,2,397,92086,5757,0,0,0,14323.0059467919,4308,0,86059,4.2899328859,4,1,50,30.1509433962,28,6,155,no
41986.7058823529,0.3406851244,0.0961989676,726,0.0062357592,0,0,0.5555555556,0.0075277812,0,0,0.25,81.895823557,82,10,140,0.067573909,0,0,6,0.5175973721,0,0,5,0.771468794,0,0,14,0.0971374941,0,0,2,14.9296105115,15,1,34,0.034725481,0,0,2,34,1427548,2135,0,0,0,16132.1028169014,1050,4,86293,1.434051144,2,1,101,10.0518867925,6,1,170,no
4751.9090909091,0,0.9834375,0,0.0787425528,0.0666666667,0,0.3888888889,0.0556070835,0.0526315789,0,0.1428571429,111.9096875,113,48,147,1.3996875,1,0,7,0.024375,0,0,3,2.525,2,0,22,0.98875,1,0,2,18.5278125,18,8,29,0.0125,0,0,2,11,52271,19579,0,0,0,3789.7311659894,1478,1,82477,22.8571428571,24,8,37,160,156,39,190,no
7356.3043478261,0.2941176471,0.2418300654,180,0,0,0,0.1818181818,0,0,0,0.25,79.4689542484,80,2,144,0.0849673203,0,0,4,0.7908496732,1,0,9,0.9183006536,0,0,42,0.2532679739,0,0,2,12.9232026144,13,0,30,0.2009803922,0,0,1,23,169195,615,0,0,0,21083.8592471358,4745,1,86032,0.9517884914,2,1,22,6.652173913,7,1,23,no
33639.3714285714,0.0527182867,0.1598023064,64,0.0083172173,0,0,0.6666666667,0.008160459,0,0,0.125,123.1087314662,137,1,147,0.1515650741,0,0,7,0.5436573311,0,0,7,1.5716639209,0,0,48,0.1630971993,0,0,2,21.3698517298,23,1,33,0.3187808896,0,0,2,70,2354756,1215,0,0,0,24848.9917559769,10407,5,86370,0.916918429,2,1,14,6.4232804233,6,1,31,no
0.2517006803,0.2298850575,0.1149425287,20,0.0008210181,0,0,0.0714285714,0.0119905127,0,0,0.25,84.7126436782,86,16,143,0.0114942529,0,0,1,0.7931034483,1,0,2,0.9655172414,0,0,16,0.1149425287,0,0,1,14.632183908,14,1,31,0.4252873563,0,0,1,147,37,88,0,0,0,19242.7674418605,3232,7,86283,0.1843220339,2,1,14,1.2985074627,3,1,21,no
1103.1476510067,0.2002096436,0.1257861635,191,0.0247076087,0,0,0.5,0.0065010486,0,0,0.1111111111,125.6247379455,137,16,151,0.4486373166,0,0,5,1.819706499,2,0,8,2.7830188679,2,0,21,0.1299790356,0,0,2,20.8322851153,21,2,34,0.2767295597,0,0,2,149,164369,963,0,0,0,25135.982161595,12816,1,86392,1.2874493927,2,1,23,9,7,1,50,no
5530.8486055777,0.200125274,0.3097400564,639,0.0185665722,0,0,0.5,0.019154458,0,0,0.2,116.101785155,130,17,152,0.3241465706,0,0,7,0.9984340745,1,0,10,2.2420920764,2,0,19,0.3222674601,0,0,3,19.7190729721,21,2,34,0.2389602255,0,0,2,251,1388243,12013,0,0,0,8141.9357769424,710,0,86367,9.2283236994,7,1,52,65.1632653061,56,17,158,no
632.6524822695,0.1969273743,0.4315642458,141,0.0457346887,0,0,0.4,0.0275374228,0,0,0.2,90.3994413408,98,12,148,0.624301676,0,0,4,1.2136871508,1,0,10,1.7374301676,1,0,15,0.4594972067,0,0,3,14.6857541899,15,2,31,0.2946927374,0,0,2,282,178408,725,0,0,0,24299.3174825175,5630,2,86371,0.4844384303,1,1,12,3.3933649289,3,1,40,no
111.012605042,0.5754242615,0.0798240101,1831,0.0397383962,0,0,1,0.0067107722,0,0,0.25,69.9531741043,64,1,144,0.3727215588,0,0,4,1.2042740415,1,0,9,1.5575109994,1,0,14,0.0807668133,0,0,2,10.9635449403,10,1,32,0.1269641735,0,0,2,238,26421,5430,0,0,0,7801.513674945,1350,2,84435,10.3311688312,8,1,52,72.3181818182,63,15,179,no
349.0147991543,0.4422110553,0.3338567839,1408,0,0,0,0.5,0,0.0555555556,0,0.25,72.2814070352,64,4,155,0.1783919598,0,0,5,1.3310301508,1,0,9,1.2923994975,0,0,16,0.340138191,0,0,3,11.2047738693,9,0,33,0.2795226131,0,0,3,473,165084,4929,0,0,0,9516.8020735156,893,0,86376,6.8034188034,5,1,72,47.5223880597,40,2,167,no
992.4691358025,0.4213341724,0.1488357458,1339,0.0303333614,0,0,0.5,0.0083352146,0,0,0.25,105.2662051605,116,10,148,0.4650723726,0,0,4,1.513215859,1,0,7,2.1752674638,2,0,17,0.1526117055,0,0,3,17.4697923222,19,1,32,0.1381371932,0,0,2,162,160780,3495,0,0,0,11008.62165565,1123,0,86397,5.3955857385,5,1,44,37.8333333333,29,2,135,no
326.5604395604,0.3525681674,0.0786303107,556,0.0160682063,0,0,1,0.0061256101,0,0,0.25,80.505389981,78,4,140,0.1756499683,0,0,3,0.8440076094,1,0,6,1.5237793278,1,0,13,0.0805326569,0,0,2,14.4552948637,14,1,31,0.0773620799,0,0,2,182,59434,1586,0,0,0,23057.6351522843,9945,0,86118,1.483537159,2,1,61,10.375,9,1,66,no
324.004587156,0.3616842105,0.1482105263,859,0,0,0,1,0,0,0,0.25,76.3334736842,73,2,144,0.5637894737,0,0,7,1.1642105263,1,0,9,1.5065263158,1,0,21,0.1490526316,0,0,2,12.0901052632,11,0,31,0.1162105263,0,0,2,218,70633,2386,0,0,0,18005.2068239259,5249,0,86368,2.9141104294,3,1,31,20.474137931,18,2,60,no
456.012195122,0.3422347154,0.1103302881,487,0.0512401556,0.04,0,1,0.0069737698,0,0,0.2,96.3099086437,100,12,144,0.7167955025,1,0,4,1.2255797611,1,0,9,2.2108222066,1,0,34,0.1117357695,0,0,2,16.083626142,16,1,33,0.0815179199,0,0,2,164,74786,1429,0,0,0,16763.599859353,3792,8,86369,2.4619377163,3,1,26,17.1445783133,15,2,77,no
2161.2657657658,0.0234448265,0.6555173492,75,0.1260852671,0.125,0,0.6428571429,0.0354763433,0.0454545455,0,0.1428571429,122.7689903095,130,15,152,2.4376367615,2,0,9,1.6892778993,2,0,6,4.2582056893,4,0,21,0.6989684276,1,0,2,19.9165364176,20,1,33,0.1100343857,0,0,2,222,479801,7767,0,0,0,16557.2954971857,7663,4,86344,4.3523809524,4,1,23,30.4666666667,28,4,111,no
1741.2518518519,0.0831509847,0.5395436074,266,0.068622479,0.0526315789,0,0.75,0.0314366836,0.0384615385,0,0.25,105.4363863707,111,20,152,1.1344170053,1,0,8,0.399187246,0,0,6,4.6552047515,4,0,21,0.5811190997,1,0,3,19.0375117224,20,2,35,0.0743982495,0,0,1,270,470138,14893,0,0,0,1592.3558474046,156,0,86398,17.5769230769,1,1,321,123.0384615385,5,1,1607,no
206.4415877312,0.4361302442,0.4906073889,1393,0.0909120933,0.08,0,0.8,0.0264644506,0,0,0.2,106.0447714465,117,11,149,1.5629304947,1,0,10,0.9949906074,1,0,8,2.4076393237,2,0,21,0.524733876,0,0,3,17.5034439574,19,1,38,0.0795241077,0,0,2,2217,457681,10219,0,0,0,3242.3247729408,290,0,86399,17.7444444444,4,1,250,122.8461538462,24,3,1176,no
5180.1176470588,0.0093333333,0.3453333333,7,0.0065305153,0,0,0.3125,0.0213803942,0,0,0.25,118.9586666667,130,14,143,0.1186666667,0,0,5,1.0466666667,1,0,5,1.7733333333,1,0,12,0.3533333333,0,0,2,20.936,22,1,32,0.312,0,0,2,119,616434,750,0,0,0,34265.1642189586,29551,1,86054,1.1503067485,1,1,6,8.064516129,8,1,17,no
42776.9545454545,0.0732647815,0.5227077978,171,0,0,0,1,0,0.0384615385,0,0.25,112.58697515,126,10,144,0.3461868038,0,0,4,0.5467009426,0,0,8,2.0642673522,1,0,24,0.5368466153,1,0,4,19.0664095973,21,0,34,0.1636675236,0,0,1,44,1882186,2340,0,0,0,14818.3999142735,1645,0,86026,3.7165605096,4,1,28,25.9333333333,26,1,66,no
77783.3857142857,0.0915080527,0.5893118594,125,0.0229455733,0,0,1,0.0302310707,0.0384615385,0,0.25,111.4172767204,119,8,148,0.3513909224,0,0,5,0.5497803807,0,0,7,1.32284041,1,0,11,0.6061493411,1,0,2,19.5314787701,20,1,32,0.0424597365,0,0,2,70,5444837,1369,0,0,0,23809.2293040293,9087,4,86181,1.6070588235,2,1,11,11.2892561983,9,2,38,no
4899.7337164751,0.1111111111,0.5548197204,151,0,0,0,0.4,0,0.037037037,0,0.25,107.2406181015,117,13,148,0.2796173657,0,0,4,0.608535688,0,0,5,1.3097866078,1,0,19,0.570272259,1,0,3,18.8631346578,20,0,32,0.0905077263,0,0,2,522,2557661,1369,0,0,0,21472.5684830633,4826,1,86345,1.3644578313,2,1,26,9.5704225352,8,1,56,no
1840.9565217391,0.1546929316,0.2473928158,267,0.011055038,0,0,1,0.0168741556,0,0,0.25,101.3111239861,111,1,144,0.1633835458,0,0,4,0.9212050985,1,0,8,1.8059096176,1,0,19,0.2497103129,0,0,2,17.4606025492,19,1,31,0.2259559676,0,0,2,276,508104,1729,0,0,0,25481.1924637681,13223,11,86323,1.1545150502,2,1,16,8.0654205607,9,1,34,no
2469.0862068966,0.1693251534,0.2539877301,138,0.0063344233,0,0,0.1818181818,0.0211945224,0,0,0.25,104.0576687117,109,19,152,0.1116564417,0,0,4,0.5374233129,0,0,5,1.4159509202,0,0,21,0.2552147239,0,0,2,18.5411042945,19,2,33,0.1153374233,0,0,2,58,143207,833,0,0,0,31156.9803439803,23795,0,86370,0.8471933472,1,1,7,5.9489051095,7,1,19,no
384.5,0.4521894549,0.164432529,506,0.0054096227,0,0,0.5,0.0094624801,0,0,0.1666666667,109.7042001787,123,5,148,0.09025916,0,0,4,0.9722966935,1,0,9,1.5522788204,1,0,12,0.1653261841,0,0,2,19.0017873101,20,1,32,0.0437890974,0,0,2,240,92280,1120,0,0,0,20602.6994633274,5702,3,86386,1.0172727273,2,1,20,7.127388535,7,1,36,no
85.3349593496,0.4607780612,0.1071428571,1445,0,0,0,0.5,0,0,0,0.25,62.4075255102,51,1,144,0.1871811224,0,0,8,1.1709183673,1,0,10,1.368622449,0,0,35,0.1084183673,0,0,2,9.6237244898,8,0,31,0.1629464286,0,0,3,615,52481,3140,0,0,0,17228.7977671451,6014,1,86296,2.6849315068,3,1,19,18.7784431138,17,1,57,no
3148.2207792208,0.2752016129,0.0866935484,273,0,0,0,0.2,0,0,0,0.25,79.3387096774,77,2,144,0.0887096774,0,0,4,0.7086693548,1,0,10,1.0090725806,0,0,33,0.0877016129,0,0,2,13.6925403226,13,0,31,0.0877016129,0,0,2,77,242413,996,0,0,0,25801.3188698285,13208,1,86271,0.7235594457,1,1,16,5.0612244898,4,1,40,no
3544.4936708861,0.1709535759,0.537327478,545,0.1009364369,0.08,0,0.75,0.0332598193,0.04,0,0.1666666667,98.5548933501,106,10,151,1.6157465496,1,0,9,0.5639899624,0,0,5,2.3902132999,2,0,21,0.5439146801,1,0,2,16.6185696361,17,1,32,0.1295483061,0,0,2,237,840045,12109,0,0,0,1956.7514904299,173,0,85671,19.5582822086,2,1,288,138.6086956522,9,3,1383,no
539.9565217391,0.2140831758,0.2707939509,453,0,0,0,1,0,0,0,0.25,82.2017958412,81,1,148,0.2774102079,0,0,6,0.8610586011,1,0,7,0.9319470699,0,0,11,0.275047259,0,0,2,14.2164461248,14,0,32,0.152173913,0,0,2,230,124190,2121,0,0,0,22814.2345153664,11074,1,86387,1.2617769827,2,1,105,8.8166666667,9,1,133,no
4358.9409836066,0.0400751409,0.1994364433,128,0.0184404851,0,0,1,0.0124583275,0,0,0.2,104.4796493425,112,2,150,0.2824045085,0,0,6,1.5851596744,2,0,7,2.6581089543,2,0,24,0.20507201,0,0,2,17.5065748278,18,1,33,0.2122730119,0,0,2,305,1329477,8080,0,0,0,8764.1359223301,715,0,86370,4.6357039187,5,1,52,32.5918367347,25,1,147,no
1645.5207373272,0.3959426373,0.1304651976,1132,0,0,0,1,0,0,0,0.25,74.6946484785,68,1,146,0.1059811123,0,0,7,1.0849947534,1,0,10,1.4610003498,0,0,28,0.1332633788,0,0,3,12.5515914655,12,0,41,0.1315145156,0,0,2,217,357078,2873,0,0,0,19495.2960111966,6243,4,86398,2.0868613139,2,1,29,14.5867346939,14,1,72,no
6163.8421052632,0.1010830325,0.1263537906,28,0.0074495771,0,0,0.5,0.0117281042,0,0,0.25,67.1335740072,62,7,148,0.0866425993,0,0,3,0.4223826715,0,0,6,0.5776173285,0,0,8,0.1263537906,0,0,1,11.6317689531,10,1,31,0.0722021661,0,0,2,38,234226,277,0,0,0,34276.5579710145,32527,9,86071,0.3333333333,1,1,7,2.3277310924,3,1,25,no
403.7503015682,0.2888888889,0.4372456964,923,0.0670101327,0.0476190476,0,0.6666666667,0.0235718265,0,0,0.2,106.0087636933,119,16,153,1.1461658842,1,0,10,0.8081377152,1,0,7,2.5568075117,2,0,21,0.4500782473,0,0,4,18.1943661972,20,1,33,0.0951486698,0,0,1,829,334709,24113,0,0,0,6548.975579211,608,0,85045,10.3398058252,6,1,365,72.6136363636,46,1,1121,no
1386.9795918367,0.0686619718,0.1813380282,39,0.00328339,0,0,0.1818181818,0.0188083906,0,0,0.25,74.6179577465,72,4,140,0.0528169014,0,0,2,0.3133802817,0,0,3,0.6954225352,0,0,11,0.1848591549,0,0,2,12.8433098592,12,1,29,0.1267605634,0,0,1,49,67962,569,0,0,0,28238.2275132275,14694,11,86175,0.5748987854,1,1,10,4.0283687943,4,1,20,no
1346.5061728395,0.0184605757,0.9464956195,59,0.0850694559,0.1176470588,0,0.3333333333,0.0691320232,0.0714285714,0,0.2,88.8219649562,82,16,140,1.1792866083,2,0,4,0.2675219024,0,0,11,1.4899874844,1,0,10,0.9518147685,1,0,2,14.5237797247,13,2,31,0.1148310388,0,0,2,324,436268,3835,0,0,0,24409.9539906103,17144,0,86398,3.0265151515,2,1,23,21.1655629139,18,4,65,no
957.2790697674,0.0420590082,0.540175769,134,0.0423770911,0.0384615385,0,1,0.0325011604,0.0384615385,0,0.2,103.9114877589,110,12,149,0.6694915254,1,0,4,0.4868173258,0,0,6,1.7890772128,1,0,18,0.5470809793,1,0,2,17.9187068424,19,2,31,0.1183301946,0,0,2,129,123489,6807,0,0,0,10683,6233,0,83777,8.0862944162,7,1,38,56.8928571429,52,28,106,no
2523524,0,0.9815625,0,0.0231019931,0,0,0.2666666667,0.0773222264,0.0769230769,0,0.1428571429,79.7703125,79,38,144,0.31375,0,0,4,0.031875,0,0,4,1.9578125,2,0,15,0.9875,1,0,2,13.4334375,13,6,27,0.00625,0,0,1,2,5047048,14637,0,0,0,7978.1478587059,6002,0,78586,10.8474576271,11,2,19,76.1904761905,76,42,90,no
1986.4848484849,0.6183431953,0.0625,1672,0.0073688163,0,0,0.5,0.0041968886,0,0,0.1666666667,63.3535502959,55,7,148,0.0983727811,0,0,5,1.1349852071,1,0,8,1.1268491124,0,0,14,0.063239645,0,0,2,10.8428254438,9,1,40,0.0913461538,0,0,2,132,262216,2712,0,0,0,12081.3729189789,425,1,86398,2.6050096339,3,1,23,18.2702702703,18,1,77,no
18793.59375,0.3359375,0.1809375,1075,0.0056880968,0,0,0.4375,0.0094114815,0,0,0.1428571429,122.2403125,130,8,157,0.1103125,0,0,7,0.68125,1,0,5,0.998125,0,0,60,0.185,0,0,3,20.9296875,22,1,34,0.053125,0,0,2,64,1202790,15539,0,0,0,4600.6861519225,966,2,85835,18.7134502924,17,4,52,133.3333333333,127,54,209,no
1.4473684211,0.1666666667,0.1428571429,14,0.0231333812,0,0,0.5,0.0144641998,0,0,0.25,56.630952381,48,5,139,0.1785714286,0,0,2,0.3214285714,0,0,2,1.25,0,0,8,0.1547619048,0,0,2,9.7738095238,9,1,28,0.0238095238,0,0,1,38,55,84,0,0,0,34086.734939759,28876,50,85919,0.0631578947,1,1,6,0.4421052632,2,1,15,no
4024.1358024691,0.2194683908,0.1875,611,0.023178837,0,0,0.5333333333,0.0140328682,0,0,0.25,94.2751436782,98,6,148,0.3110632184,0,0,8,1.3405172414,1,0,8,2.1127873563,2,0,15,0.1900143678,0,0,2,15.9425287356,17,1,33,0.2737068966,0,0,3,162,651910,2832,0,0,0,12365.4642472152,462,0,86385,3.7219251337,3,1,128,26.0186915888,19,2,161,no
786.3263473054,0.1800562676,0.5254767115,576,0.053888581,0.0454545455,0,0.5,0.0302149427,0.0384615385,0,0.2,107.52297593,119,13,148,0.9865582995,1,0,4,0.9296655205,1,0,5,3.8824632698,3,0,21,0.5436073773,1,0,2,18.5132854017,20,2,33,0.2119412316,0,0,2,334,262633,22934,0,0,0,1661.4656035022,472,1,62849,52.4426229508,44,6,173,355.4444444444,331,53,794,no
1550.1714285714,0.2903885481,0.1881390593,142,0.0121224522,0,0,0.2222222222,0.0152687751,0,0,0.25,83.6666666667,84,10,155,0.2310838446,0,0,3,0.5071574642,0,0,4,1.0961145194,0,0,21,0.1942740286,0,0,4,14.8629856851,15,1,34,0.0490797546,0,0,1,35,54256,489,0,0,0,23198.8094262295,10153,20,85905,0.9476744186,1,1,83,6.6081081081,4,1,126,no
5642,0.0801251956,0.0763693271,256,0.0031415663,0,0,0.1818181818,0.0054598906,0,0,0.2,104.6754303599,110,7,148,0.0547730829,0,0,3,0.4194053208,0,0,7,0.9539906103,0,0,20,0.0779342723,0,0,2,18.5477308294,19,1,32,0.1762128326,0,0,2,61,344162,4888,0,0,0,16230.6834690044,4276,1,86300,3.9689440994,3,1,22,27.7826086957,26,3,75,no
82502.52,0.2799188641,0.1318458418,138,0.0061844798,0,0,0.2,0.0118501629,0,0,0.25,66.7484787018,60,5,144,0.1095334686,0,0,3,0.4665314402,0,0,10,0.7180527383,0,0,18,0.1338742394,0,0,2,11.5496957404,10,1,29,0.0365111562,0,0,1,25,2062563,497,0,0,0,23369.8841463415,7809,0,86251,0.3205461638,1,1,30,2.2409090909,3,1,32,no
1938.1286173634,0.0840125392,0.1238244514,268,0.012001426,0,0,1,0.0074060088,0,0,0.25,109.3711598746,120,5,148,0.1868338558,0,0,4,0.4467084639,0,0,6,0.9730407524,0,0,13,0.1244514107,0,0,2,19.9586206897,21,1,32,0.0993730408,0,0,2,311,602758,4409,0,0,0,18890.3195359047,3272,1,86314,2.8790613718,3,1,56,20.1898734177,18,4,69,no
1464.4732394366,0.3640336134,0.1539495798,1083,0.0094709506,0,0,1,0.0095763486,0,0,0.25,92.3499159664,97,8,149,0.1253781513,0,0,5,1.0729411765,1,0,9,1.5492436975,1,0,22,0.1586554622,0,0,2,16.1583193277,17,1,34,0.1378151261,0,0,2,355,519888,2988,0,0,0,17015.2649630128,2031,0,86364,1.8547381546,2,1,38,12.9912663755,11,1,52,no
2650.5213675214,0.046875,0.340625,15,0.0068814,0,0,0.1875,0.0213221017,0,0,0.1666666667,109.534375,116,27,144,0.125,0,0,3,1.240625,1,0,6,2.075,2,0,11,0.34375,0,0,2,18.63125,19,2,32,0.240625,0,0,2,117,310111,320,0,0,0,31614.8589341693,22073,3,86334,0.594795539,1,1,7,4.1558441558,4,1,16,no
21143.90625,0.920625,0.9340625,2946,0.0043221665,0,0,0.0952380952,0.0621223667,0.0666666667,0,0.0714285714,109.4153125,112,54,140,0.064375,0,0,2,0.9390625,1,0,3,3.285625,3,0,20,0.9340625,1,0,1,15.079375,15,11,28,0.0003125,0,0,1,32,676605,768248,0,0,0,102.8783994998,8,0,77144,533.3333333333,86,1,2717,3200,3111,89,3111,no
3208.1875,0.0192307692,0.2884615385,1,0.0035103785,0,0,0.1111111111,0.0477541358,0,0,0.25,72.1538461538,65,18,144,0.0769230769,0,0,3,0.2115384615,0,0,2,0.8653846154,0,0,6,0.3076923077,0,0,2,13.0192307692,12,3,28,0.1153846154,0,0,1,16,51331,52,0,0,0,47210.3333333333,50345,182,85379,0.0657395702,1,1,2,0.4601769912,1,1,5,no
622.9678362573,0.0355234203,0.1348632506,113,0.0759800441,0.0588235294,0,1,0.007044079,0,0,0.1428571429,106.4441999371,115,10,152,1.1625275071,1,0,8,0.8937441056,0,0,10,1.9801949073,1,0,24,0.1354919837,0,0,2,17.9270669601,19,1,31,0.3212826155,0,0,2,342,213055,17332,0,0,0,3289.7855345912,122,0,86397,15.6699507389,4,1,322,109.6896551724,39,5,658,no
6136.7391304348,0.3566214807,0.0761209593,342,0.0154962777,0,0,0.25,0.0055724804,0,0,0.25,77.6162669447,75,6,152,0.1762252346,0,0,2,0.7570385819,1,0,8,1.0114702815,0,0,20,0.0771637122,0,0,2,13.5140771637,13,1,32,0.1001042753,0,0,1,69,423435,968,0,0,0,19478.2160751566,5212,4,86383,1.1624242424,2,1,58,8.1271186441,5,1,67,no
38.5504587156,0.3029071585,0.0190684589,969,0.0372183578,0.0357142857,0,0.3333333333,0.0009996616,0,0,0.1428571429,112.5557986871,132,14,159,0.850265708,1,0,4,0.4745232885,0,0,7,8.933104095,7,0,54,0.0203188496,0,0,2,21.3022819631,24,1,43,0.0275085964,0,0,2,109,4202,4000,0,0,0,7483.7060662914,527,4,86362,5.2185970636,6,1,52,36.3522727273,33,2,132,no
3731.9318181818,0.2013888889,0.2523148148,87,0.0121291391,0,0,1,0.0241859472,0,0,0.25,78.1689814815,76,12,148,0.162037037,0,0,3,0.7476851852,1,0,10,1.3842592593,1,0,13,0.2569444444,0,0,2,13.4606481481,12,1,30,0.1296296296,0,0,1,44,164205,434,0,0,0,29915.1879350348,20932,0,85865,0.5242718447,1,1,10,3.6610169492,4,1,16,no
29930.7647058824,0,0,0,0.0051150895,0,0,0.0869565217,0,0,0,0,95.1176470588,101,36,140,0.1176470588,0,0,2,0.3529411765,0,0,3,0.8823529412,0,0,5,0,0,0,0,17.2941176471,19,6,26,0.1764705882,0,0,1,17,508823,17,0,0,0,35039.5,26934,40,81903,0.0609318996,1,1,2,0.425,2,1,4,no
4492.0377358491,0.2649006623,0.0331125828,80,0.0141206994,0,0,0.2222222222,0.0019852093,0,0,0.0833333333,97.2649006623,101,18,144,0.2317880795,0,0,4,0.9735099338,1,0,6,1.6026490066,0,0,12,0.0331125828,0,0,1,16.9072847682,17,2,32,0.1291390728,0,0,1,53,238078,302,0,0,0,35257.4983388704,28723,6,86157,0.4520958084,1,1,5,3.1789473684,4,1,14,no
321.3296703297,0.04125,0.07625,132,0.0619317213,0.0454545455,0,1,0.0039197362,0,0,0.2173913043,122.7121875,132,17,148,1.34,1,0,8,0.240625,0,0,6,4.254375,3,0,44,0.0778125,0,0,5,22.425,23,1,43,0.0740625,0,0,2,182,58482,16714,0,0,0,5368.9971866208,1085,3,85526,13.6170212766,11,1,96,94.1176470588,89,10,211,no
312.1111111111,0.3278376665,0.1211160431,1034,0.0102024807,0,0,1,0.0108545159,0,0,0.25,87.7108433735,89,10,146,0.1496512365,0,0,5,1.209258085,1,0,9,1.142675967,0,0,36,0.1246036779,0,0,4,13.6001902346,14,1,38,0.2926442613,0,0,2,288,89888,4305,0,0,0,8588.8804313352,421,0,86100,5.0953150242,4,1,94,35.8409090909,34,1,322,no
1119.5833333333,0.6874023132,0.1009690528,2199,0.0037715916,0,0,0.2222222222,0.0073092075,0,0,0.25,68.3657392935,55,6,148,0.0672085027,0,0,4,1.1856830259,1,0,7,0.9515473585,0,0,15,0.1084713973,0,0,3,10.766489528,8,1,32,0.1550484526,0,0,2,192,214960,66289,0,0,0,2335.7154471545,109,0,73907,36.7701149425,26,3,261,266.5833333333,240,96,531,no
68367.3654916512,0.21,0.8025,672,0.0294774049,0,0,0.3333333333,0.0491116121,0.0526315789,0,0.2,95.9471875,97,11,144,0.4415625,0,0,3,0.5090625,0,0,8,1.6178125,1,0,53,0.808125,1,0,2,16.6125,17,1,36,0.0115625,0,0,1,539,36850010,9294,0,0,0,11469.5779931229,3604,0,85192,7.3394495413,6,1,152,51.6129032258,43,16,260,no
1016.7904191617,0.2479674797,0.0903689806,793,0.0106376739,0,0,0.4615384615,0.0049589323,0,0,0.1428571429,102.1138211382,114,9,148,0.1651031895,0,0,6,0.712945591,0,0,7,1.0656660413,0,0,34,0.0953721076,0,0,2,17.420888055,19,1,33,0.1772983114,0,0,2,167,169804,23135,0,0,0,8567.876759462,1195,0,86387,8.8587257618,7,1,66,61.5,61,22,150,no
149.6949152542,0.606875,0.1809375,1942,0.0036401365,0,0,0.5,0.0143041663,0,0,0.2,75.1521875,72,1,146,0.0446875,0,0,3,0.834375,1,0,6,0.7009375,0,0,13,0.1859375,0,0,2,12.7459375,12,1,31,0.0578125,0,0,2,118,17664,46427,0,0,0,2245.4354485777,281,2,85006,39.5061728395,33,2,117,266.6666666667,235,16,432,no
113.6863636364,0.5644555695,0.2653316646,1804,0.0029364749,0,0,0.3333333333,0.0152944909,0,0,0.2,104.6498748436,114,11,163,0.0560075094,0,0,3,1.0941802253,1,0,7,1.1320400501,0,0,55,0.2794117647,0,0,3,17.7631414268,19,1,35,0.1451814768,0,0,3,660,75033,37401,0,0,0,2002.0215962441,136,0,86112,23.5,27,1,269,168.2105263158,155,4,563,no
